InvoiceNo,StockCode,Description,InvoiceDate,CustomerID,Quantity,UnitPrice,Country
INV10115,DOG001,Leather Dog Collar Medium,9/11/2025,1115,3,28.71,Spain
INV10115,DOG004,Fleece Dog Toy Squeaker,9/11/2025,1115,3,17.37,Spain
INV10116,DOG016,Dog Raincoat Yellow,10/6/2025,1116,2,40.03,Germany
INV10116,DOG015,Silicone Dog Bowl Collapsible,10/6/2025,1116,3,13.7,Germany
INV10116,DOG004,Fleece Dog Toy Squeaker,10/6/2025,1116,3,12.49,Germany
INV10116,DOG015,Silicone Dog Bowl Collapsible,10/6/2025,1116,3,34.73,Germany
INV10116,DOG001,Leather Dog Collar Medium,10/6/2025,1116,3,37.62,Germany
INV10116,DOG019,No Spill Dog Bowl,10/6/2025,1116,2,13.01,Germany
INV10116,DOG021,Elevated Dog Feeder,10/6/2025,1116,4,39.07,Germany
INV10116,DOG017,Fleece Dog Blanket,10/6/2025,1116,3,9.46,Germany
INV10116,DOG022,Dog Car Seat Cover,10/6/2025,1116,1,13.38,Germany
INV10117,DOG008,Dog Water Bowl Stainless,9/2/2025,1117,1,16.42,United States
INV10117,DOG008,Dog Water Bowl Stainless,9/2/2025,1117,4,36.14,United States
INV10117,DOG011,LED Dog Collar Light,9/2/2025,1117,3,29.29,United States
INV10117,DOG019,No Spill Dog Bowl,9/2/2025,1117,1,16.45,United States
INV10117,DOG012,Dog Treat Pouch Belt,9/2/2025,1117,2,8.47,United States
INV10117,DOG004,Fleece Dog Toy Squeaker,9/2/2025,1117,4,18.26,United States
INV10118,DOG023,Interactive Dog Puzzle Toy,12/18/2025,1118,3,33.6,Spain
INV10118,DOG021,Elevated Dog Feeder,12/18/2025,1118,3,20.69,Spain
INV10118,DOG008,Dog Water Bowl Stainless,12/18/2025,1118,2,44.28,Spain
INV10118,DOG016,Dog Raincoat Yellow,12/18/2025,1118,2,24.19,Spain
INV10118,DOG020,Dog Training Clicker,12/18/2025,1118,3,22.62,Spain
INV10118,DOG018,Dog Grooming Brush,12/18/2025,1118,4,36.28,Spain
INV10118,DOG022,Dog Car Seat Cover,12/18/2025,1118,2,36.46,Spain
INV10118,DOG022,Dog Car Seat Cover,12/18/2025,1118,5,40.92,Spain
INV10118,DOG003,Dog Tennis Balls Pack of 3,12/18/2025,1118,5,23.86,Spain
INV10119,DOG019,No Spill Dog Bowl,7/5/2025,1119,1,8.46,Germany
INV10119,DOG018,Dog Grooming Brush,7/5/2025,1119,5,14.08,Germany
INV10120,DOG011,LED Dog Collar Light,3/18/2025,1120,5,23.66,France
INV10120,DOG022,Dog Car Seat Cover,3/18/2025,1120,2,34.67,France
INV10120,DOG016,Dog Raincoat Yellow,3/18/2025,1120,1,41.95,France
INV10121,DOG005,Adjustable Dog Harness,1/29/2025,1121,5,22.61,Spain
INV10121,DOG019,No Spill Dog Bowl,1/29/2025,1121,1,28.34,Spain
INV10121,DOG022,Dog Car Seat Cover,1/29/2025,1121,3,34.92,Spain
INV10121,DOG013,Canvas Dog Muzzle,1/29/2025,1121,3,38.65,Spain
INV10121,DOG024,Dog Paw Cleaner Cup,1/29/2025,1121,2,29.12,Spain
INV10121,DOG002,Nylon Dog Leash 6ft,1/29/2025,1121,4,19.77,Spain
INV10121,DOG003,Dog Tennis Balls Pack of 3,1/29/2025,1121,5,45.75,Spain
INV10121,DOG003,Dog Tennis Balls Pack of 3,1/29/2025,1121,4,7.26,Spain
INV10122,DOG025,Personalized Dog Tag,4/3/2025,1122,4,20.97,Spain
INV10122,DOG013,Canvas Dog Muzzle,4/3/2025,1122,4,40.77,Spain
INV10122,DOG013,Canvas Dog Muzzle,4/3/2025,1122,4,9.2,Spain
INV10123,DOG021,Elevated Dog Feeder,10/4/2025,1123,3,10.74,Germany
INV10123,DOG018,Dog Grooming Brush,10/4/2025,1123,4,27.14,Germany
INV10123,DOG024,Dog Paw Cleaner Cup,10/4/2025,1123,2,39.38,Germany
INV10124,DOG022,Dog Car Seat Cover,6/2/2025,1124,5,22.96,United Kingdom
INV10124,DOG013,Canvas Dog Muzzle,6/2/2025,1124,2,15.89,United Kingdom
INV10124,DOG012,Dog Treat Pouch Belt,6/2/2025,1124,2,17.02,United Kingdom
INV10124,DOG024,Dog Paw Cleaner Cup,6/2/2025,1124,1,7.28,United Kingdom
INV10124,DOG022,Dog Car Seat Cover,6/2/2025,1124,4,30.59,United Kingdom
INV10124,DOG001,Leather Dog Collar Medium,6/2/2025,1124,2,14.23,United Kingdom
INV10124,DOG004,Fleece Dog Toy Squeaker,6/2/2025,1124,5,7.33,United Kingdom
INV10124,DOG020,Dog Training Clicker,6/2/2025,1124,1,15.78,United Kingdom
INV10125,DOG008,Dog Water Bowl Stainless,7/25/2025,1125,5,14.68,United Kingdom
INV10125,DOG025,Personalized Dog Tag,7/25/2025,1125,1,11.6,United Kingdom
INV10125,DOG010,Dog Bed Orthopedic Small,7/25/2025,1125,2,38.62,United Kingdom
INV10125,DOG024,Dog Paw Cleaner Cup,7/25/2025,1125,5,18.75,United Kingdom
INV10125,DOG020,Dog Training Clicker,7/25/2025,1125,3,15.47,United Kingdom
INV10125,DOG005,Adjustable Dog Harness,7/25/2025,1125,5,14.83,United Kingdom
INV10125,DOG010,Dog Bed Orthopedic Small,7/25/2025,1125,3,8.43,United Kingdom
INV10125,DOG019,No Spill Dog Bowl,7/25/2025,1125,2,31.03,United Kingdom
INV10126,DOG002,Nylon Dog Leash 6ft,10/12/2025,1126,3,43.65,Spain
INV10126,DOG022,Dog Car Seat Cover,10/12/2025,1126,4,37.42,Spain
INV10126,DOG011,LED Dog Collar Light,10/12/2025,1126,4,22.32,Spain
INV10126,DOG010,Dog Bed Orthopedic Small,10/12/2025,1126,4,13.35,Spain
INV10126,DOG018,Dog Grooming Brush,10/12/2025,1126,4,15.63,Spain
INV10126,DOG008,Dog Water Bowl Stainless,10/12/2025,1126,3,40.29,Spain
INV10126,DOG005,Adjustable Dog Harness,10/12/2025,1126,4,42.58,Spain
INV10126,DOG018,Dog Grooming Brush,10/12/2025,1126,4,44.7,Spain
INV10127,DOG013,Canvas Dog Muzzle,9/29/2025,1127,2,16.19,France
INV10127,DOG011,LED Dog Collar Light,9/29/2025,1127,1,42.88,France
INV10127,DOG012,Dog Treat Pouch Belt,9/29/2025,1127,1,27.42,France
INV10128,DOG013,Canvas Dog Muzzle,1/27/2025,1128,5,30.11,United States
INV10128,DOG003,Dog Tennis Balls Pack of 3,1/27/2025,1128,2,38.18,United States
INV10128,DOG019,No Spill Dog Bowl,1/27/2025,1128,5,14.67,United States
INV10128,DOG007,Reflective Dog Collar,1/27/2025,1128,3,18.12,United States
INV10128,DOG001,Leather Dog Collar Medium,1/27/2025,1128,2,43.48,United States
INV10129,DOG008,Dog Water Bowl Stainless,3/2/2025,1129,5,34.14,Germany
INV10129,DOG013,Canvas Dog Muzzle,3/2/2025,1129,2,28.07,Germany
INV10129,DOG025,Personalized Dog Tag,3/2/2025,1129,3,21.22,Germany
INV10129,DOG018,Dog Grooming Brush,3/2/2025,1129,3,18.33,Germany
INV10129,DOG012,Dog Treat Pouch Belt,3/2/2025,1129,5,41.3,Germany
INV10129,DOG015,Silicone Dog Bowl Collapsible,3/2/2025,1129,1,38.1,Germany
INV10129,DOG024,Dog Paw Cleaner Cup,3/2/2025,1129,4,36.46,Germany
INV10129,DOG011,LED Dog Collar Light,3/2/2025,1129,2,20.82,Germany
INV10130,DOG008,Dog Water Bowl Stainless,1/24/2025,1130,2,6.64,Spain
INV10130,DOG018,Dog Grooming Brush,1/24/2025,1130,5,29.16,Spain
INV10130,DOG014,Dog Poop Bags 120ct,1/24/2025,1130,3,12.09,Spain
INV10130,DOG011,LED Dog Collar Light,1/24/2025,1130,2,21.18,Spain
INV10130,DOG008,Dog Water Bowl Stainless,1/24/2025,1130,4,28.02,Spain
INV10130,DOG022,Dog Car Seat Cover,1/24/2025,1130,3,16.28,Spain
INV10130,DOG016,Dog Raincoat Yellow,1/24/2025,1130,4,24.42,Spain
INV10130,DOG024,Dog Paw Cleaner Cup,1/24/2025,1130,3,12.76,Spain
INV10130,DOG024,Dog Paw Cleaner Cup,1/24/2025,1130,5,25.52,Spain
INV10130,DOG018,Dog Grooming Brush,1/24/2025,1130,1,26.95,Spain
INV10131,DOG025,Personalized Dog Tag,12/9/2025,1131,1,22.49,United Kingdom
INV10132,DOG023,Interactive Dog Puzzle Toy,4/29/2025,1132,2,6.36,Germany
INV10132,DOG017,Fleece Dog Blanket,4/29/2025,1132,4,20.92,Germany
INV10133,DOG016,Dog Raincoat Yellow,11/23/2025,1133,4,6.62,France
INV10133,DOG018,Dog Grooming Brush,11/23/2025,1133,5,22.44,France
INV10133,DOG001,Leather Dog Collar Medium,11/23/2025,1133,5,34.88,France
INV10133,DOG018,Dog Grooming Brush,11/23/2025,1133,3,6.68,France
INV10133,DOG023,Interactive Dog Puzzle Toy,11/23/2025,1133,4,38.24,France
INV10133,DOG006,Dog Bone Chew Toy Large,11/23/2025,1133,1,42.71,France
INV10133,DOG017,Fleece Dog Blanket,11/23/2025,1133,2,15.63,France
INV10133,DOG020,Dog Training Clicker,11/23/2025,1133,5,16.09,France
INV10133,DOG012,Dog Treat Pouch Belt,11/23/2025,1133,3,37.79,France
INV10133,DOG003,Dog Tennis Balls Pack of 3,11/23/2025,1133,3,44.36,France
INV10134,DOG023,Interactive Dog Puzzle Toy,10/17/2025,1134,2,17.99,Spain
INV10134,DOG003,Dog Tennis Balls Pack of 3,10/17/2025,1134,1,9.73,Spain
INV10134,DOG013,Canvas Dog Muzzle,10/17/2025,1134,4,28.1,Spain
INV10134,DOG002,Nylon Dog Leash 6ft,10/17/2025,1134,1,34.1,Spain
INV10135,DOG021,Elevated Dog Feeder,9/13/2025,1135,3,28.62,United Kingdom
INV10135,DOG004,Fleece Dog Toy Squeaker,9/13/2025,1135,5,42.76,United Kingdom
INV10135,DOG008,Dog Water Bowl Stainless,9/13/2025,1135,2,42.04,United Kingdom
INV10135,DOG023,Interactive Dog Puzzle Toy,9/13/2025,1135,5,25.01,United Kingdom
INV10135,DOG002,Nylon Dog Leash 6ft,9/13/2025,1135,1,33.37,United Kingdom
INV10135,DOG009,Rubber Chew Toy Durable,9/13/2025,1135,5,28.53,United Kingdom
INV10135,DOG002,Nylon Dog Leash 6ft,9/13/2025,1135,2,43.14,United Kingdom
INV10136,DOG019,No Spill Dog Bowl,1/9/2025,1136,2,36.08,Australia
INV10136,DOG023,Interactive Dog Puzzle Toy,1/9/2025,1136,4,43.14,Australia
INV10136,DOG010,Dog Bed Orthopedic Small,1/9/2025,1136,2,28.55,Australia
INV10136,DOG019,No Spill Dog Bowl,1/9/2025,1136,4,33.07,Australia
INV10137,DOG025,Personalized Dog Tag,6/19/2025,1137,2,37.61,France
INV10137,DOG023,Interactive Dog Puzzle Toy,6/19/2025,1137,1,26.02,France
INV10137,DOG012,Dog Treat Pouch Belt,6/19/2025,1137,1,9.9,France
INV10137,DOG008,Dog Water Bowl Stainless,6/19/2025,1137,1,19.61,France
INV10137,DOG025,Personalized Dog Tag,6/19/2025,1137,5,44.18,France
INV10137,DOG013,Canvas Dog Muzzle,6/19/2025,1137,3,7.18,France
INV10137,DOG009,Rubber Chew Toy Durable,6/19/2025,1137,4,25.61,France
INV10138,DOG014,Dog Poop Bags 120ct,10/11/2025,1138,2,33.18,Australia
INV10138,DOG022,Dog Car Seat Cover,10/11/2025,1138,4,9.42,Australia
INV10138,DOG020,Dog Training Clicker,10/11/2025,1138,3,37.91,Australia
INV10138,DOG023,Interactive Dog Puzzle Toy,10/11/2025,1138,1,9.27,Australia
INV10138,DOG005,Adjustable Dog Harness,10/11/2025,1138,4,34.46,Australia
INV10138,DOG021,Elevated Dog Feeder,10/11/2025,1138,2,35.58,Australia
INV10138,DOG011,LED Dog Collar Light,10/11/2025,1138,3,10.25,Australia
INV10139,DOG012,Dog Treat Pouch Belt,6/7/2025,1139,3,10.08,United Kingdom
INV10139,DOG003,Dog Tennis Balls Pack of 3,6/7/2025,1139,2,23.23,United Kingdom
INV10139,DOG018,Dog Grooming Brush,6/7/2025,1139,5,26.49,United Kingdom
INV10139,DOG004,Fleece Dog Toy Squeaker,6/7/2025,1139,1,9.57,United Kingdom
INV10139,DOG018,Dog Grooming Brush,6/7/2025,1139,1,29.87,United Kingdom
INV10139,DOG011,LED Dog Collar Light,6/7/2025,1139,4,6.48,United Kingdom
INV10139,DOG014,Dog Poop Bags 120ct,6/7/2025,1139,4,37.16,United Kingdom
INV10139,DOG024,Dog Paw Cleaner Cup,6/7/2025,1139,5,42.2,United Kingdom
INV10140,DOG006,Dog Bone Chew Toy Large,10/20/2025,1140,4,12.77,United States
INV10140,DOG009,Rubber Chew Toy Durable,10/20/2025,1140,3,16.73,United States
INV10140,DOG005,Adjustable Dog Harness,10/20/2025,1140,1,12.68,United States
INV10140,DOG009,Rubber Chew Toy Durable,10/20/2025,1140,4,17.98,United States
INV10140,DOG003,Dog Tennis Balls Pack of 3,10/20/2025,1140,3,16.06,United States
INV10140,DOG008,Dog Water Bowl Stainless,10/20/2025,1140,4,29.74,United States
INV10140,DOG007,Reflective Dog Collar,10/20/2025,1140,4,10.27,United States
INV10140,DOG010,Dog Bed Orthopedic Small,10/20/2025,1140,1,43.94,United States
INV10140,DOG011,LED Dog Collar Light,10/20/2025,1140,5,21.19,United States
INV10141,DOG014,Dog Poop Bags 120ct,8/14/2025,1141,5,11.43,Australia
INV10141,DOG011,LED Dog Collar Light,8/14/2025,1141,5,43.88,Australia
INV10141,DOG007,Reflective Dog Collar,8/14/2025,1141,4,18.56,Australia
INV10141,DOG013,Canvas Dog Muzzle,8/14/2025,1141,3,17.65,Australia
INV10141,DOG023,Interactive Dog Puzzle Toy,8/14/2025,1141,4,44.7,Australia
INV10141,DOG008,Dog Water Bowl Stainless,8/14/2025,1141,3,21.03,Australia
INV10142,DOG019,No Spill Dog Bowl,7/6/2025,1142,2,29.68,Spain
INV10142,DOG018,Dog Grooming Brush,7/6/2025,1142,2,33.26,Spain
INV10143,DOG023,Interactive Dog Puzzle Toy,1/14/2025,1143,2,23.53,France
INV10143,DOG010,Dog Bed Orthopedic Small,1/14/2025,1143,1,38.75,France
INV10143,DOG014,Dog Poop Bags 120ct,1/14/2025,1143,4,11.56,France
INV10143,DOG010,Dog Bed Orthopedic Small,1/14/2025,1143,2,16.1,France
INV10143,DOG005,Adjustable Dog Harness,1/14/2025,1143,4,37.55,France
INV10143,DOG003,Dog Tennis Balls Pack of 3,1/14/2025,1143,4,45.62,France
INV10143,DOG016,Dog Raincoat Yellow,1/14/2025,1143,5,22.02,France
INV10143,DOG017,Fleece Dog Blanket,1/14/2025,1143,4,27.74,France
INV10144,DOG020,Dog Training Clicker,12/26/2025,1144,1,10.36,Australia
INV10144,DOG008,Dog Water Bowl Stainless,12/26/2025,1144,3,12.64,Australia
INV10144,DOG020,Dog Training Clicker,12/26/2025,1144,1,28.52,Australia
INV10144,DOG021,Elevated Dog Feeder,12/26/2025,1144,4,44.66,Australia
INV10144,DOG011,LED Dog Collar Light,12/26/2025,1144,4,10.23,Australia
INV10144,DOG004,Fleece Dog Toy Squeaker,12/26/2025,1144,3,14.87,Australia
INV10144,DOG024,Dog Paw Cleaner Cup,12/26/2025,1144,5,28.31,Australia
INV10144,DOG023,Interactive Dog Puzzle Toy,12/26/2025,1144,5,14.83,Australia
INV10144,DOG012,Dog Treat Pouch Belt,12/26/2025,1144,4,24.51,Australia
INV10145,DOG005,Adjustable Dog Harness,10/29/2025,1145,3,45.9,Germany
INV10145,DOG016,Dog Raincoat Yellow,10/29/2025,1145,1,17.81,Germany
INV10145,DOG003,Dog Tennis Balls Pack of 3,10/29/2025,1145,1,39.24,Germany
INV10145,DOG024,Dog Paw Cleaner Cup,10/29/2025,1145,2,19.92,Germany
INV10145,DOG011,LED Dog Collar Light,10/29/2025,1145,4,37.36,Germany
INV10145,DOG017,Fleece Dog Blanket,10/29/2025,1145,4,19.92,Germany
INV10145,DOG004,Fleece Dog Toy Squeaker,10/29/2025,1145,4,34.87,Germany
INV10145,DOG015,Silicone Dog Bowl Collapsible,10/29/2025,1145,3,8.68,Germany
INV10145,DOG002,Nylon Dog Leash 6ft,10/29/2025,1145,1,6.89,Germany
INV10146,DOG022,Dog Car Seat Cover,11/28/2025,1146,2,43.19,Australia
INV10146,DOG024,Dog Paw Cleaner Cup,11/28/2025,1146,2,26.63,Australia
INV10147,DOG018,Dog Grooming Brush,3/23/2025,1147,4,44.33,France
INV10147,DOG008,Dog Water Bowl Stainless,3/23/2025,1147,4,31.18,France
INV10147,DOG006,Dog Bone Chew Toy Large,3/23/2025,1147,4,21.81,France
INV10147,DOG024,Dog Paw Cleaner Cup,3/23/2025,1147,5,41.31,France
INV10147,DOG015,Silicone Dog Bowl Collapsible,3/23/2025,1147,5,23.17,France
INV10147,DOG001,Leather Dog Collar Medium,3/23/2025,1147,2,14.22,France
INV10148,DOG004,Fleece Dog Toy Squeaker,2/2/2025,1148,5,13.47,Germany
INV10148,DOG011,LED Dog Collar Light,2/2/2025,1148,2,24.29,Germany
INV10148,DOG009,Rubber Chew Toy Durable,2/2/2025,1148,4,27.1,Germany
INV10148,DOG021,Elevated Dog Feeder,2/2/2025,1148,3,29.87,Germany
INV10148,DOG020,Dog Training Clicker,2/2/2025,1148,4,29.47,Germany
INV10148,DOG012,Dog Treat Pouch Belt,2/2/2025,1148,3,39.81,Germany
INV10148,DOG020,Dog Training Clicker,2/2/2025,1148,2,38.54,Germany
INV10148,DOG023,Interactive Dog Puzzle Toy,2/2/2025,1148,3,42.74,Germany
INV10148,DOG019,No Spill Dog Bowl,2/2/2025,1148,1,32.87,Germany
INV10148,DOG011,LED Dog Collar Light,2/2/2025,1148,1,15.53,Germany
INV10149,DOG023,Interactive Dog Puzzle Toy,4/4/2025,1149,2,26.42,United Kingdom
INV10149,DOG014,Dog Poop Bags 120ct,4/4/2025,1149,5,11.5,United Kingdom
INV10149,DOG013,Canvas Dog Muzzle,4/4/2025,1149,4,13.42,United Kingdom
INV10149,DOG021,Elevated Dog Feeder,4/4/2025,1149,5,33.73,United Kingdom
INV10149,DOG021,Elevated Dog Feeder,4/4/2025,1149,2,28.19,United Kingdom
INV10149,DOG016,Dog Raincoat Yellow,4/4/2025,1149,3,11.6,United Kingdom
INV10150,DOG002,Nylon Dog Leash 6ft,8/19/2025,1150,3,44.06,Australia
INV10150,DOG016,Dog Raincoat Yellow,8/19/2025,1150,2,13.8,Australia
INV10150,DOG013,Canvas Dog Muzzle,8/19/2025,1150,5,26.21,Australia
INV10150,DOG016,Dog Raincoat Yellow,8/19/2025,1150,4,33.38,Australia
INV10150,DOG014,Dog Poop Bags 120ct,8/19/2025,1150,4,25.54,Australia
INV10150,DOG003,Dog Tennis Balls Pack of 3,8/19/2025,1150,5,7.22,Australia
INV10150,DOG025,Personalized Dog Tag,8/19/2025,1150,2,17.67,Australia
INV10150,DOG009,Rubber Chew Toy Durable,8/19/2025,1150,2,27.49,Australia
INV10150,DOG006,Dog Bone Chew Toy Large,8/19/2025,1150,4,28.62,Australia
INV10150,DOG025,Personalized Dog Tag,8/19/2025,1150,4,27.98,Australia
INV10151,DOG009,Rubber Chew Toy Durable,10/21/2025,1151,5,38.92,United Kingdom
INV10151,DOG012,Dog Treat Pouch Belt,10/21/2025,1151,5,38.89,United Kingdom
INV10152,DOG007,Reflective Dog Collar,8/14/2025,1152,4,10.09,United Kingdom
INV10152,DOG021,Elevated Dog Feeder,8/14/2025,1152,2,17.9,United Kingdom
INV10152,DOG002,Nylon Dog Leash 6ft,8/14/2025,1152,4,16.5,United Kingdom
INV10152,DOG003,Dog Tennis Balls Pack of 3,8/14/2025,1152,4,40.6,United Kingdom
INV10152,DOG004,Fleece Dog Toy Squeaker,8/14/2025,1152,2,14.39,United Kingdom
INV10152,DOG024,Dog Paw Cleaner Cup,8/14/2025,1152,5,33.56,United Kingdom
INV10152,DOG023,Interactive Dog Puzzle Toy,8/14/2025,1152,5,31.3,United Kingdom
INV10152,DOG006,Dog Bone Chew Toy Large,8/14/2025,1152,5,11.56,United Kingdom
INV10152,DOG007,Reflective Dog Collar,8/14/2025,1152,2,38.21,United Kingdom
INV10153,DOG009,Rubber Chew Toy Durable,6/29/2025,1153,5,27.54,France
INV10153,DOG011,LED Dog Collar Light,6/29/2025,1153,3,17.56,France
INV10153,DOG009,Rubber Chew Toy Durable,6/29/2025,1153,5,45.41,France
INV10153,DOG022,Dog Car Seat Cover,6/29/2025,1153,1,11.41,France
INV10153,DOG025,Personalized Dog Tag,6/29/2025,1153,4,42.74,France
INV10153,DOG009,Rubber Chew Toy Durable,6/29/2025,1153,2,34.05,France
INV10153,DOG005,Adjustable Dog Harness,6/29/2025,1153,2,11.84,France
INV10153,DOG011,LED Dog Collar Light,6/29/2025,1153,2,36.45,France
INV10153,DOG022,Dog Car Seat Cover,6/29/2025,1153,4,25.57,France
INV10154,DOG021,Elevated Dog Feeder,11/20/2025,1154,4,21,France
INV10154,DOG003,Dog Tennis Balls Pack of 3,11/20/2025,1154,1,22.1,France
INV10154,DOG024,Dog Paw Cleaner Cup,11/20/2025,1154,3,33.78,France
INV10154,DOG012,Dog Treat Pouch Belt,11/20/2025,1154,4,44,France
INV10154,DOG011,LED Dog Collar Light,11/20/2025,1154,5,6.09,France
INV10155,DOG021,Elevated Dog Feeder,2/17/2025,1155,3,39.99,Germany
INV10155,DOG018,Dog Grooming Brush,2/17/2025,1155,4,14.7,Germany
INV10155,DOG014,Dog Poop Bags 120ct,2/17/2025,1155,2,25.78,Germany
INV10155,DOG011,LED Dog Collar Light,2/17/2025,1155,3,19.5,Germany
INV10155,DOG019,No Spill Dog Bowl,2/17/2025,1155,2,28.64,Germany
INV10155,DOG016,Dog Raincoat Yellow,2/17/2025,1155,3,41.76,Germany
INV10155,DOG025,Personalized Dog Tag,2/17/2025,1155,1,7.83,Germany
INV10155,DOG021,Elevated Dog Feeder,2/17/2025,1155,4,6.64,Germany
INV10156,DOG001,Leather Dog Collar Medium,8/14/2025,1156,4,14.08,United States
INV10156,DOG023,Interactive Dog Puzzle Toy,8/14/2025,1156,2,41.28,United States
INV10156,DOG010,Dog Bed Orthopedic Small,8/14/2025,1156,2,40.97,United States
INV10156,DOG009,Rubber Chew Toy Durable,8/14/2025,1156,1,32.17,United States
INV10156,DOG009,Rubber Chew Toy Durable,8/14/2025,1156,1,20.86,United States
INV10156,DOG021,Elevated Dog Feeder,8/14/2025,1156,2,8.06,United States
INV10156,DOG021,Elevated Dog Feeder,8/14/2025,1156,3,35.03,United States
INV10156,DOG025,Personalized Dog Tag,8/14/2025,1156,2,23.16,United States
INV10157,DOG001,Leather Dog Collar Medium,12/27/2025,1157,2,25.06,United Kingdom
INV10157,DOG005,Adjustable Dog Harness,12/27/2025,1157,5,15.04,United Kingdom
INV10158,DOG001,Leather Dog Collar Medium,8/16/2025,1158,3,38.67,Germany
INV10159,DOG016,Dog Raincoat Yellow,12/22/2025,1159,1,15.15,Spain
INV10159,DOG003,Dog Tennis Balls Pack of 3,12/22/2025,1159,1,10.12,Spain
INV10159,DOG012,Dog Treat Pouch Belt,12/22/2025,1159,3,11.48,Spain
INV10160,DOG003,Dog Tennis Balls Pack of 3,11/25/2025,1160,5,28.52,United States
INV10160,DOG020,Dog Training Clicker,11/25/2025,1160,2,23.59,United States
INV10160,DOG024,Dog Paw Cleaner Cup,11/25/2025,1160,2,31.11,United States
INV10161,DOG022,Dog Car Seat Cover,7/30/2025,1161,4,40.39,United States
INV10161,DOG003,Dog Tennis Balls Pack of 3,7/30/2025,1161,1,11.59,United States
INV10161,DOG004,Fleece Dog Toy Squeaker,7/30/2025,1161,5,35.19,United States
INV10161,DOG012,Dog Treat Pouch Belt,7/30/2025,1161,4,18.57,United States
INV10161,DOG005,Adjustable Dog Harness,7/30/2025,1161,2,17.07,United States
INV10161,DOG003,Dog Tennis Balls Pack of 3,7/30/2025,1161,2,28.13,United States
INV10161,DOG020,Dog Training Clicker,7/30/2025,1161,5,17.39,United States
INV10161,DOG023,Interactive Dog Puzzle Toy,7/30/2025,1161,1,39.91,United States
INV10161,DOG022,Dog Car Seat Cover,7/30/2025,1161,3,14.21,United States
INV10161,DOG020,Dog Training Clicker,7/30/2025,1161,5,13.54,United States
INV10162,DOG008,Dog Water Bowl Stainless,6/1/2025,1162,4,21.43,Spain
INV10163,DOG003,Dog Tennis Balls Pack of 3,9/13/2025,1163,5,41.54,United States
INV10163,DOG001,Leather Dog Collar Medium,9/13/2025,1163,3,43.35,United States
INV10163,DOG005,Adjustable Dog Harness,9/13/2025,1163,4,40.42,United States
INV10163,DOG019,No Spill Dog Bowl,9/13/2025,1163,4,20.61,United States
INV10163,DOG022,Dog Car Seat Cover,9/13/2025,1163,2,36.5,United States
INV10163,DOG025,Personalized Dog Tag,9/13/2025,1163,1,6.66,United States
INV10163,DOG003,Dog Tennis Balls Pack of 3,9/13/2025,1163,1,16.48,United States
INV10163,DOG002,Nylon Dog Leash 6ft,9/13/2025,1163,1,43.94,United States
INV10163,DOG013,Canvas Dog Muzzle,9/13/2025,1163,5,17.45,United States
INV10163,DOG023,Interactive Dog Puzzle Toy,9/13/2025,1163,5,36.67,United States
INV10164,DOG003,Dog Tennis Balls Pack of 3,12/26/2025,1164,5,27.5,Spain
INV10164,DOG005,Adjustable Dog Harness,12/26/2025,1164,3,9.33,Spain
INV10164,DOG003,Dog Tennis Balls Pack of 3,12/26/2025,1164,5,42.83,Spain
INV10164,DOG005,Adjustable Dog Harness,12/26/2025,1164,5,19.06,Spain
INV10164,DOG019,No Spill Dog Bowl,12/26/2025,1164,1,18.4,Spain
INV10164,DOG014,Dog Poop Bags 120ct,12/26/2025,1164,2,8.31,Spain
INV10164,DOG003,Dog Tennis Balls Pack of 3,12/26/2025,1164,4,10.63,Spain
INV10165,DOG010,Dog Bed Orthopedic Small,11/8/2025,1165,2,10.77,France
INV10166,DOG006,Dog Bone Chew Toy Large,3/12/2025,1166,4,44.11,Germany
INV10167,DOG006,Dog Bone Chew Toy Large,9/22/2025,1167,3,11.07,France
INV10167,DOG025,Personalized Dog Tag,9/22/2025,1167,3,35.31,France
INV10167,DOG004,Fleece Dog Toy Squeaker,9/22/2025,1167,1,19.39,France
INV10167,DOG014,Dog Poop Bags 120ct,9/22/2025,1167,3,26.94,France
INV10167,DOG009,Rubber Chew Toy Durable,9/22/2025,1167,5,31.09,France
INV10168,DOG012,Dog Treat Pouch Belt,8/22/2025,1168,1,25.97,Spain
INV10168,DOG019,No Spill Dog Bowl,8/22/2025,1168,2,20.7,Spain
INV10168,DOG009,Rubber Chew Toy Durable,8/22/2025,1168,1,41.76,Spain
INV10168,DOG022,Dog Car Seat Cover,8/22/2025,1168,1,15.13,Spain
INV10168,DOG017,Fleece Dog Blanket,8/22/2025,1168,1,7.75,Spain
INV10168,DOG001,Leather Dog Collar Medium,8/22/2025,1168,2,7.83,Spain
INV10168,DOG012,Dog Treat Pouch Belt,8/22/2025,1168,4,42.8,Spain
INV10168,DOG006,Dog Bone Chew Toy Large,8/22/2025,1168,1,28.1,Spain
INV10168,DOG023,Interactive Dog Puzzle Toy,8/22/2025,1168,4,14.97,Spain
INV10169,DOG009,Rubber Chew Toy Durable,8/2/2025,1169,1,28.85,United States
INV10169,DOG004,Fleece Dog Toy Squeaker,8/2/2025,1169,5,32.92,United States
INV10169,DOG002,Nylon Dog Leash 6ft,8/2/2025,1169,2,14.92,United States
INV10169,DOG017,Fleece Dog Blanket,8/2/2025,1169,1,44.15,United States
INV10169,DOG003,Dog Tennis Balls Pack of 3,8/2/2025,1169,4,40.63,United States
